feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V3,13.529978,V4,V3,1449.854148,V0,V4,4.0,V2,V2,4.0,V0,36.869153,none,V1,1.0,V1,1.0,yes,yes,0,21,0,0.9933187365531921
V0,29.409132,V4,V8,2880.477518,V0,V2,4.0,V2,V0,4.0,V0,26.698404,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.7303478717803955
V3,17.481289,V3,V2,1808.965977,V0,V1,4.0,V4,V2,4.0,V0,48.32749,none,V1,1.0,V0,1.0,none,yes,0,21,0,0.9303497672080994
V1,18.652491,V2,V3,1403.218155,V0,V1,3.0,V1,V0,4.0,V2,27.174448,none,V1,1.0,V2,1.0,yes,yes,0,21,1,0.7598377466201782
V0,24.440627,V3,V0,9569.36731,V2,V0,1.0,V3,V0,1.0,V2,23.562501,none,V1,2.0,V3,2.0,none,yes,0,21,1,0.979386031627655
V0,32.28146,V2,V2,9674.097452,V0,V0,4.0,V1,V0,4.0,V3,36.063771,bank,V2,1.0,V0,1.0,none,yes,0,21,1,0.9593594074249268
V3,11.791057,V4,V2,768.052595,V4,V2,4.0,V2,V0,2.0,V2,26.770648,none,V0,1.0,V2,2.0,yes,yes,0,21,0,0.8848090767860413
V1,18.915967,V3,V9,2266.24011,V0,V4,4.0,V2,V0,4.0,V1,60.653818,none,V1,2.0,V2,1.0,none,yes,0,21,0,0.7621440887451172
V3,24.362959,V2,V3,2506.603194,V0,V3,2.0,V2,V0,3.0,V1,23.480628,none,V0,1.0,V2,2.0,none,yes,0,21,0,0.6616464853286743
V3,15.5258,V4,V6,3598.65459,V4,V2,3.0,V2,V0,2.0,V3,24.450304,none,V2,1.0,V2,1.0,yes,yes,0,21,0,0.9757065176963806
V0,41.655788,V2,V3,6640.983001,V0,V2,4.0,V3,V0,4.0,V2,25.41163,stores,V1,1.0,V3,1.0,yes,yes,0,21,1,0.7299275994300842
V0,7.407413,V2,V3,1294.434133,V0,V4,4.0,V1,V0,4.0,V0,27.767459,none,V1,1.0,V1,1.0,none,yes,0,21,0,0.8820831775665283
V1,17.910586,V2,V2,1080.419875,V0,V1,4.0,V2,V0,4.0,V0,26.380535,none,V1,1.0,V1,2.0,none,yes,0,21,1,0.7320544719696045
V0,14.631689,V2,V6,1445.629038,V0,V4,4.0,V1,V0,4.0,V2,34.476986,none,V1,1.0,V3,1.0,yes,yes,0,21,1,0.9223813414573669
V1,10.36907,V2,V0,2555.918265,V0,V3,2.0,V2,V0,2.0,V0,42.66018,none,V1,1.0,V2,2.0,yes,yes,0,21,0,0.9202800989151001
V1,18.267965,V1,V6,2340.70386,V3,V1,4.0,V2,V0,4.0,V2,24.156689,bank,V1,1.0,V2,1.0,none,yes,0,21,1,0.7047731280326843
V0,7.202219,V2,V2,828.433912,V0,V2,4.0,V2,V0,2.0,V1,42.122264,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.7469267845153809
V3,20.065794,V3,V1,2744.547023,V4,V3,3.0,V2,V0,1.0,V2,43.857846,stores,V1,1.0,V2,2.0,yes,yes,0,21,0,0.982377290725708
V1,7.479525,V2,V0,861.10844,V4,V4,4.0,V2,V0,4.0,V1,60.83695,none,V1,1.0,V3,1.0,yes,yes,0,21,0,0.88593989610672
V3,12.431852,V2,V9,3726.747706,V0,V1,1.0,V2,V0,2.0,V2,50.555414,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9655844569206238
V1,24.028815,V4,V5,11637.725227,V0,V3,1.0,V1,V0,2.0,V3,22.847292,stores,V2,3.0,V3,1.0,yes,yes,0,21,1,0.6620212197303772
V1,24.018302,V2,V2,2450.731661,V0,V3,4.0,V2,V0,3.0,V0,57.969023,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.8567573428153992
V1,17.348698,V2,V3,1700.190505,V1,V4,4.0,V2,V0,4.0,V2,45.675106,none,V0,1.0,V3,1.0,yes,yes,0,21,1,0.612436056137085
V0,34.932819,V4,V6,4012.943115,V0,V3,4.0,V1,V0,3.0,V2,32.341052,none,V1,2.0,V2,2.0,yes,yes,0,21,1,0.5889245867729187
V3,23.334476,V2,V2,3442.799253,V1,V3,2.0,V1,V0,2.0,V1,28.611413,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9202761054039001
V3,3.411144,V2,V6,1545.676274,V2,V2,2.0,V2,V0,2.0,V2,27.532976,bank,V1,1.0,V2,1.0,yes,yes,0,21,0,0.9646503329277039
V1,17.743891,V2,V3,2201.761033,V3,V4,3.0,V1,V0,4.0,V3,24.659066,none,V2,2.0,V3,1.0,yes,yes,0,21,0,0.8222159743309021
V3,15.990401,V2,V6,2242.973965,V4,V4,3.0,V2,V0,4.0,V2,47.13444,none,V1,1.0,V1,2.0,none,yes,0,21,0,0.9496306777000427
V2,16.920181,V2,V1,1653.991876,V0,V2,4.0,V1,V0,2.0,V0,22.289388,none,V1,1.0,V2,1.0,none,yes,0,21,0,0.9038017988204956
V0,24.66106,V2,V0,3946.814008,V0,V4,4.0,V1,V0,4.0,V2,27.651973,none,V1,1.0,V2,1.0,none,yes,0,21,1,0.6864753365516663
V1,7.750271,V0,V3,963.736729,V0,V1,3.0,V2,V2,4.0,V0,43.780067,bank,V0,1.0,V2,1.0,yes,yes,0,21,0,0.8602763414382935
V3,11.810394,V3,V2,3977.130298,V2,V4,2.0,V1,V0,4.0,V3,40.049709,none,V2,1.0,V2,1.0,none,yes,0,21,0,0.9707096219062805
V3,6.636365,V4,V8,953.391528,V1,V2,4.0,V2,V0,2.0,V2,35.46439,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9773828983306885
V1,24.298161,V2,V1,2595.663112,V0,V2,2.0,V2,V0,4.0,V2,38.365971,none,V1,2.0,V1,2.0,none,yes,0,22,0,0.795641303062439
V3,18.499009,V2,V0,1486.877137,V1,V1,4.0,V1,V0,3.0,V1,22.255299,none,V0,1.0,V1,1.0,none,yes,0,22,0,0.8485990762710571
V1,18.862139,V2,V3,3188.456663,V0,V2,2.0,V3,V0,2.0,V2,29.296961,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.8313915133476257
V0,15.861863,V2,V0,5044.876401,V0,V0,1.0,V2,V0,1.0,V2,56.812786,none,V0,2.0,V2,1.0,none,yes,0,22,1,0.975399911403656
V3,34.816266,V2,V2,3708.326789,V2,V1,4.0,V2,V0,1.0,V2,29.206819,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.7953101992607117
V3,25.045565,V4,V1,2160.780099,V0,V0,4.0,V2,V0,4.0,V1,58.748969,none,V0,2.0,V3,2.0,yes,yes,0,22,0,0.973435640335083
V3,23.693386,V2,V0,3991.298409,V0,V4,2.0,V2,V0,4.0,V1,27.820572,none,V1,1.0,V3,2.0,yes,yes,0,22,0,0.8202559947967529
V3,24.491733,V2,V0,2381.520883,V1,V4,2.0,V1,V0,3.0,V1,28.282046,bank,V1,1.0,V1,1.0,none,yes,0,22,0,0.8139378428459167
V3,12.025327,V2,V2,2691.340487,V3,V3,4.0,V1,V0,3.0,V3,28.811352,bank,V1,1.0,V2,1.0,none,yes,0,22,0,0.8688710331916809
V3,9.540351,V4,V3,2360.622401,V0,V2,3.0,V2,V0,2.0,V2,23.081317,none,V0,2.0,V2,1.0,none,yes,0,22,0,0.9745654463768005
V0,15.445487,V2,V3,2387.034402,V0,V1,2.0,V0,V0,1.0,V1,26.829975,none,V0,1.0,V2,1.0,none,yes,0,22,1,0.8430448174476624
V0,22.662465,V2,V3,6169.465997,V0,V4,3.0,V3,V0,4.0,V2,33.29437,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.8841927647590637
V1,19.456393,V2,V3,11130.616931,V0,V2,4.0,V2,V2,4.0,V2,26.236693,bank,V1,1.0,V3,1.0,yes,yes,0,22,0,0.8777967691421509
V3,9.032936,V2,V3,2127.075674,V4,V2,2.0,V0,V0,2.0,V3,37.663983,none,V2,1.0,V2,1.0,none,yes,0,22,0,0.9722151160240173
V1,33.934686,V2,V1,8412.48236,V0,V2,3.0,V2,V0,2.0,V2,24.354789,none,V1,1.0,V2,1.0,none,yes,0,22,1,0.5897824168205261
V3,23.593538,V2,V0,1340.804617,V2,V2,4.0,V1,V0,3.0,V0,29.193388,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.8886276483535767
V1,4.782313,V2,V0,938.211556,V0,V3,2.0,V1,V0,3.0,V0,39.874825,none,V0,1.0,V1,1.0,none,yes,0,22,0,0.9728111624717712
V0,30.701322,V2,V3,15508.205102,V0,V2,1.0,V1,V0,3.0,V2,22.008483,none,V1,1.0,V2,2.0,yes,yes,0,22,1,0.7906849384307861
V3,23.73278,V1,V2,10850.603146,V4,V1,1.0,V1,V0,4.0,V0,22.999212,stores,V1,2.0,V2,1.0,none,no,0,22,0,0.9773127436637878
V3,17.459292,V2,V9,3302.749089,V0,V4,1.0,V2,V2,4.0,V0,60.201206,none,V1,1.0,V3,1.0,yes,yes,0,22,0,0.9901005625724792
V0,29.887391,V3,V2,5800.657095,V0,V4,4.0,V2,V0,3.0,V2,34.073646,none,V0,2.0,V3,1.0,yes,yes,0,22,1,0.8895997405052185
V0,11.506476,V2,V5,2473.652061,V0,V4,3.0,V2,V2,4.0,V1,32.244166,none,V0,2.0,V2,1.0,none,yes,0,22,0,0.6083067655563354
V3,12.078288,V4,V9,1051.111356,V1,V3,3.0,V2,V2,1.0,V0,28.252671,none,V1,2.0,V2,2.0,yes,yes,0,22,0,0.9936443567276001
V0,23.641785,V3,V0,2329.131691,V0,V2,2.0,V3,V0,4.0,V3,27.214081,none,V0,1.0,V2,1.0,none,yes,0,22,1,0.881046712398529
V3,11.427506,V4,V3,4034.448636,V4,V4,1.0,V2,V0,4.0,V0,32.718717,none,V1,2.0,V3,1.0,none,yes,0,22,0,0.9922146797180176
V3,12.319942,V4,V3,567.801905,V4,V2,3.0,V3,V0,2.0,V3,28.147508,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9890248775482178
V1,8.609075,V0,V5,877.47228,V0,V4,4.0,V2,V0,4.0,V1,53.601969,stores,V1,1.0,V2,1.0,none,yes,0,22,1,0.7780454158782959
V1,16.023213,V2,V1,11265.290629,V1,V2,1.0,V2,V0,4.0,V1,28.42063,none,V1,1.0,V2,2.0,yes,yes,0,22,0,0.8179036974906921
V1,12.277407,V2,V3,837.624147,V0,V2,4.0,V2,V0,4.0,V0,21.54907,none,V1,2.0,V2,1.0,none,yes,0,22,1,0.5287352800369263
V3,43.269885,V4,V0,6927.515821,V0,V2,1.0,V1,V0,4.0,V3,61.256105,none,V2,1.0,V2,1.0,yes,yes,0,22,0,0.9317933917045593
V3,7.944391,V4,V3,749.955924,V4,V4,3.0,V1,V0,4.0,V0,28.321331,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.9978782534599304
V2,19.703264,V4,V3,7759.393142,V1,V2,3.0,V3,V0,1.0,V3,28.358095,none,V2,2.0,V2,1.0,none,yes,0,22,0,0.966974675655365
V0,25.001759,V3,V6,3898.428393,V0,V1,3.0,V1,V0,1.0,V1,22.130082,none,V1,1.0,V2,1.0,yes,yes,0,22,1,0.8278025388717651
V3,23.061756,V3,V3,3784.639135,V0,V3,4.0,V2,V0,3.0,V0,40.278456,none,V1,2.0,V1,2.0,none,yes,0,22,0,0.9879114031791687
V3,12.106597,V4,V1,888.283391,V0,V3,4.0,V1,V2,3.0,V0,38.384488,none,V1,2.0,V3,1.0,none,yes,0,22,0,0.9958508610725403
V1,47.916725,V2,V3,3648.713862,V4,V2,2.0,V2,V0,2.0,V1,61.002046,bank,V1,1.0,V1,2.0,none,yes,0,22,0,0.841814398765564
V3,12.866293,V4,V6,3515.833644,V0,V3,1.0,V3,V0,3.0,V0,34.405479,none,V1,3.0,V2,1.0,yes,yes,0,22,0,0.9964993596076965
V3,12.326306,V2,V3,928.274566,V0,V4,3.0,V2,V0,4.0,V1,40.515869,bank,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9877126216888428
V1,7.484137,V2,V3,953.742216,V0,V3,1.0,V3,V0,2.0,V0,28.669086,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.9306825399398804
V3,8.481598,V2,V0,953.281095,V2,V0,4.0,V2,V0,4.0,V1,34.70703,none,V1,1.0,V3,1.0,yes,yes,0,22,0,0.9840996861457825
V0,5.445606,V2,V3,2441.757188,V0,V2,3.0,V1,V0,2.0,V2,21.578952,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9048760533332825
V1,13.352133,V1,V0,1343.177379,V0,V2,3.0,V2,V2,2.0,V2,23.064596,none,V1,3.0,V2,1.0,yes,yes,0,22,1,0.9590116143226624
V3,8.238993,V4,V1,1352.25803,V1,V2,2.0,V3,V0,4.0,V1,27.43114,none,V0,1.0,V2,1.0,yes,yes,0,22,0,0.9939935803413391
V3,16.759455,V4,V2,1949.870078,V4,V2,3.0,V1,V0,2.0,V3,31.699664,none,V2,2.0,V2,1.0,none,yes,0,22,0,0.9319106936454773
V3,23.270735,V4,V3,4043.669915,V4,V1,4.0,V2,V0,4.0,V0,42.421167,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.9861819744110107
V0,23.706444,V3,V3,4016.748728,V0,V3,3.0,V1,V1,4.0,V1,24.525439,none,V1,2.0,V1,1.0,none,yes,0,22,0,0.5169044733047485
V1,20.963541,V2,V3,4032.175682,V3,V4,1.0,V1,V0,4.0,V2,25.744023,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9645475149154663
V3,11.992512,V2,V3,1613.600922,V0,V4,3.0,V1,V0,4.0,V0,35.366323,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.928866446018219
V2,24.656853,V4,V3,1494.71516,V0,V4,4.0,V2,V0,4.0,V0,56.231864,none,V1,1.0,V1,2.0,none,yes,0,22,0,0.9911777973175049
V3,16.331305,V3,V3,4551.85107,V0,V2,2.0,V0,V0,2.0,V2,38.989264,none,V1,2.0,V1,1.0,yes,yes,0,22,0,0.9698276519775391
V3,16.488511,V4,V0,2146.981746,V0,V4,2.0,V2,V0,4.0,V2,53.03226,bank,V1,2.0,V2,1.0,yes,yes,0,22,0,0.9458335041999817
V0,12.181311,V4,V0,870.660403,V4,V1,4.0,V3,V0,4.0,V3,30.585346,none,V2,2.0,V1,1.0,yes,yes,0,22,0,0.5480130314826965
V3,9.466978,V2,V3,1727.17796,V0,V2,1.0,V1,V0,2.0,V2,25.600243,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9913812279701233
V3,24.371809,V4,V0,1650.440585,V0,V4,4.0,V2,V0,4.0,V1,48.533851,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9688560962677002
V1,23.294419,V4,V9,6280.71451,V1,V4,1.0,V1,V2,2.0,V1,38.963082,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9106213450431824
V1,25.747322,V3,V5,5079.707515,V4,V3,3.0,V2,V0,2.0,V2,38.696141,stores,V1,2.0,V1,1.0,none,yes,0,22,0,0.9059810638427734
V3,16.941007,V0,V2,1850.127642,V4,V4,3.0,V2,V0,4.0,V2,55.354771,none,V1,2.0,V3,2.0,yes,yes,0,22,0,0.718965470790863
V0,11.876499,V4,V2,1673.252756,V0,V2,1.0,V2,V0,2.0,V0,32.67663,none,V1,2.0,V1,1.0,none,yes,0,22,0,0.9072463512420654
V3,6.220672,V4,V1,2084.290807,V3,V0,2.0,V1,V0,4.0,V0,22.45174,none,V0,1.0,V2,1.0,none,yes,0,22,0,0.9865978956222534
V3,6.188133,V2,V9,627.959909,V0,V1,4.0,V1,V0,2.0,V0,30.741329,bank,V1,1.0,V2,1.0,none,yes,0,22,0,0.8575782179832458
V1,11.80553,V4,V3,3590.816328,V0,V2,2.0,V1,V0,2.0,V3,50.033955,none,V2,2.0,V2,1.0,none,yes,0,22,0,0.9897467494010925
V1,16.045656,V4,V3,3948.175467,V0,V2,3.0,V2,V0,2.0,V2,38.445254,none,V1,2.0,V2,1.0,yes,yes,0,22,0,0.9474205374717712
V1,23.623087,V4,V2,6538.247773,V0,V1,2.0,V2,V1,2.0,V2,38.209389,none,V1,2.0,V3,1.0,yes,yes,0,22,0,0.7779277563095093
V3,11.962437,V4,V0,542.381807,V0,V4,4.0,V2,V0,4.0,V3,30.516449,bank,V2,1.0,V2,1.0,yes,no,0,22,0,0.7835975885391235
V1,12.088114,V2,V3,2061.192694,V4,V0,2.0,V1,V0,4.0,V0,21.453537,none,V1,1.0,V3,1.0,yes,yes,0,22,0,0.9472559094429016
V0,12.155456,V2,V3,724.617069,V0,V1,4.0,V1,V0,4.0,V1,37.360779,none,V2,1.0,V2,1.0,yes,yes,0,22,1,0.7819220423698425
V3,3.952898,V3,V0,1144.839727,V0,V1,4.0,V1,V0,1.0,V1,33.196685,bank,V1,1.0,V2,1.0,yes,yes,0,22,0,0.9012906551361084
V0,11.815605,V1,V0,3138.092233,V0,V4,4.0,V3,V0,4.0,V2,23.023368,bank,V0,1.0,V2,1.0,none,yes,0,22,1,0.9575605988502502
V1,14.143364,V2,V2,511.579502,V1,V2,4.0,V3,V1,4.0,V0,24.617933,none,V1,1.0,V1,1.0,none,yes,0,22,1,0.8185999393463135
V1,16.968777,V4,V1,2444.713369,V0,V4,4.0,V1,V0,2.0,V1,48.717047,none,V1,2.0,V2,1.0,yes,yes,0,22,0,0.9663810729980469
V1,18.441081,V4,V1,4199.069372,V0,V3,3.0,V2,V0,3.0,V2,41.021389,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9866105318069458
V1,8.6145,V2,V3,1609.375901,V1,V0,1.0,V1,V1,4.0,V1,22.96213,none,V1,1.0,V0,1.0,yes,yes,0,22,0,0.8920939564704895
V1,12.103093,V4,V3,2539.852216,V0,V4,2.0,V1,V0,4.0,V2,43.255168,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.9751183986663818
V1,54.393991,V4,V3,5512.045441,V4,V2,4.0,V3,V0,2.0,V2,23.326681,none,V1,2.0,V2,1.0,none,no,0,22,0,0.9791139364242554
V0,19.175184,V2,V3,1488.804668,V0,V4,2.0,V1,V0,3.0,V0,42.355122,none,V1,1.0,V2,1.0,yes,yes,0,22,0,0.7047584652900696
V3,50.990968,V4,V3,4318.481048,V0,V2,4.0,V2,V0,2.0,V3,30.476398,none,V1,2.0,V1,2.0,none,yes,0,22,0,0.9733886122703552
V2,5.205462,V3,V0,1263.268665,V1,V4,4.0,V3,V0,3.0,V2,25.012882,bank,V1,2.0,V3,1.0,yes,yes,0,22,1,0.8999903202056885
V0,39.360255,V0,V2,2643.94044,V0,V4,2.0,V2,V0,3.0,V1,35.565078,bank,V0,1.0,V2,1.0,none,yes,0,22,1,0.8437988758087158
V1,19.973803,V4,V1,3008.879861,V0,V3,1.0,V2,V0,2.0,V0,61.923791,bank,V0,2.0,V1,1.0,yes,yes,0,22,0,0.8087157011032104
V3,5.479482,V4,V0,1526.877756,V2,V3,2.0,V2,V0,4.0,V3,33.695816,bank,V1,3.0,V3,1.0,none,yes,0,22,0,0.9763844013214111
V2,8.554835,V0,V2,856.700976,V0,V4,3.0,V1,V0,4.0,V2,34.3386,bank,V1,2.0,V2,1.0,none,yes,0,22,0,0.6003510355949402
V1,24.948278,V2,V9,5742.028291,V0,V1,2.0,V2,V0,2.0,V3,28.818041,bank,V2,1.0,V2,1.0,none,yes,0,22,1,0.7829400300979614
V0,19.328749,V4,V0,1286.763568,V0,V4,3.0,V1,V0,2.0,V0,44.901174,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.612674355506897
V3,30.387548,V3,V3,2870.756921,V0,V2,1.0,V1,V0,4.0,V1,20.314752,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.7411710023880005
V3,12.139756,V2,V3,1917.081964,V0,V0,2.0,V2,V0,4.0,V2,35.78219,none,V1,1.0,V3,1.0,yes,yes,0,22,0,0.9856717586517334
V3,24.118352,V2,V3,1403.90083,V0,V3,4.0,V2,V0,3.0,V2,44.075978,none,V1,1.0,V2,1.0,none,no,0,22,0,0.9973617792129517
V3,6.602841,V2,V2,690.836331,V0,V4,2.0,V2,V0,4.0,V2,30.617517,none,V0,1.0,V2,1.0,none,yes,0,22,0,0.8740423321723938
V3,50.29263,V2,V3,3979.039297,V0,V3,4.0,V2,V0,1.0,V1,37.283771,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9440127015113831
V1,42.150528,V4,V3,4171.326636,V0,V4,1.0,V3,V0,3.0,V0,27.675677,bank,V1,2.0,V2,1.0,none,yes,0,22,0,0.5889744758605957
V3,24.151194,V4,V0,4023.172598,V0,V0,1.0,V2,V0,4.0,V2,38.498833,none,V1,2.0,V0,1.0,none,yes,0,22,0,0.9743765592575073
V0,39.093897,V4,V3,2183.49599,V0,V2,4.0,V2,V0,4.0,V2,20.964082,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.5842640399932861
V3,45.894061,V4,V0,1859.490803,V1,V2,1.0,V1,V0,2.0,V2,23.779774,none,V0,2.0,V1,1.0,none,yes,0,22,0,0.8298896551132202
V3,8.498802,V4,V1,3481.573424,V0,V4,1.0,V1,V0,4.0,V1,55.685328,stores,V1,2.0,V2,1.0,none,yes,0,22,0,0.9912061095237732
V1,40.550426,V2,V0,7713.36285,V4,V4,4.0,V1,V0,4.0,V3,63.37259,bank,V0,1.0,V2,1.0,yes,yes,0,22,1,0.8159818649291992
V3,23.8962,V3,V2,3819.627644,V2,V4,4.0,V1,V0,3.0,V0,22.244017,stores,V1,1.0,V1,1.0,none,yes,0,22,0,0.8740106821060181
V3,25.333354,V2,V3,11249.306515,V0,V4,4.0,V2,V2,4.0,V0,65.290878,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9913846850395203
V0,41.655788,V2,V3,6640.983001,V0,V2,4.0,V3,V0,4.0,V2,25.41163,stores,V1,1.0,V3,1.0,yes,yes,0,22,1,0.7299275994300842
V0,34.330241,V2,V9,3088.139151,V0,V3,4.0,V0,V0,4.0,V3,23.136671,none,V2,1.0,V2,1.0,yes,yes,0,22,1,0.7559491991996765
V3,5.857593,V2,V9,1141.104477,V0,V2,4.0,V1,V0,2.0,V2,23.861365,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.8641793131828308
V3,16.546966,V4,V3,2898.773682,V0,V3,4.0,V2,V0,4.0,V2,39.341239,none,V1,2.0,V2,2.0,none,yes,0,22,0,0.9925847053527832
V0,25.645215,V4,V9,6151.569635,V0,V2,1.0,V2,V0,3.0,V3,26.673652,none,V1,2.0,V2,1.0,none,yes,0,22,1,0.5982816219329834
V0,30.805364,V4,V9,11818.678773,V0,V2,3.0,V2,V0,2.0,V2,29.832037,none,V1,2.0,V2,1.0,yes,yes,0,22,0,0.595815122127533
V0,20.128251,V0,V3,2247.940684,V2,V2,4.0,V2,V2,3.0,V1,23.393235,none,V1,2.0,V1,1.0,none,yes,0,22,1,0.588917076587677
V3,48.299612,V1,V6,9179.282113,V1,V3,4.0,V3,V0,3.0,V3,27.510908,stores,V2,1.0,V2,1.0,none,yes,0,22,0,0.78460294008255
V3,24.969549,V2,V1,3763.657959,V4,V4,4.0,V1,V0,4.0,V0,26.600367,bank,V1,1.0,V2,1.0,none,yes,0,22,0,0.9731968641281128
V3,23.5377,V4,V3,3747.587514,V1,V3,3.0,V2,V0,4.0,V2,66.051327,none,V1,2.0,V1,2.0,none,no,0,22,0,0.9980326890945435
V0,16.484134,V3,V9,3893.349495,V0,V1,4.0,V1,V0,4.0,V2,22.452571,none,V1,4.0,V2,1.0,yes,yes,0,22,1,0.8952428102493286
V0,11.722344,V3,V2,4725.928031,V0,V2,3.0,V2,V0,4.0,V0,27.319788,none,V0,2.0,V2,2.0,none,yes,0,22,1,0.6595146059989929
V0,23.913014,V2,V9,4183.392087,V1,V4,3.0,V2,V0,2.0,V2,38.333689,none,V0,1.0,V2,1.0,none,yes,0,22,1,0.6306028366088867
V3,12.641836,V2,V0,1371.269046,V4,V2,3.0,V2,V0,2.0,V1,26.961051,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.9536222815513611
V3,11.888581,V2,V2,574.653604,V4,V4,4.0,V2,V0,4.0,V1,45.349566,none,V0,1.0,V2,1.0,yes,no,0,22,0,0.9579479694366455
V0,11.849166,V2,V0,889.595215,V0,V3,4.0,V3,V0,2.0,V1,31.281796,none,V1,1.0,V2,1.0,none,yes,0,22,1,0.6370266675949097
V1,11.689565,V2,V2,2906.732696,V1,V3,1.0,V2,V0,4.0,V1,23.02321,none,V1,1.0,V1,1.0,none,yes,0,22,0,0.5385594367980957
V0,24.381657,V3,V1,2497.924639,V2,V3,4.0,V2,V0,4.0,V0,39.983199,none,V0,1.0,V3,1.0,yes,yes,0,22,0,0.9443728923797607
V0,8.230714,V3,V8,2079.815685,V0,V2,1.0,V2,V0,2.0,V2,30.46234,none,V1,2.0,V3,2.0,yes,yes,0,22,0,0.9842546582221985
V0,23.464469,V4,V2,2448.960783,V0,V4,2.0,V0,V0,4.0,V2,45.181674,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.6348199844360352
V1,33.303896,V2,V5,7660.093287,V0,V1,2.0,V3,V0,3.0,V1,22.325535,none,V1,1.0,V2,1.0,none,yes,0,22,1,0.7751238942146301
V3,19.590258,V2,V2,2579.351607,V1,V4,4.0,V2,V0,4.0,V2,27.575348,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9434617161750793
V1,11.644628,V2,V3,2662.671173,V0,V2,1.0,V2,V0,4.0,V2,54.126022,none,V1,1.0,V3,2.0,none,yes,0,22,0,0.788764238357544
V3,5.543768,V4,V0,1656.045382,V0,V2,3.0,V2,V0,2.0,V0,19.899544,none,V1,2.0,V2,1.0,yes,yes,0,22,0,0.9943835139274597
V0,14.974306,V0,V2,2533.142763,V0,V4,4.0,V2,V0,4.0,V3,54.56006,none,V2,3.0,V3,1.0,yes,yes,0,22,1,0.8807802796363831
V3,23.591986,V3,V0,1547.70133,V0,V3,4.0,V2,V1,4.0,V1,34.440643,none,V0,2.0,V2,1.0,none,yes,0,22,0,0.8565034866333008
V3,12.439517,V2,V1,1643.026727,V0,V4,4.0,V1,V0,4.0,V0,41.742426,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.9829093813896179
V1,34.812742,V1,V2,3711.315567,V0,V3,3.0,V2,V0,2.0,V2,26.752912,none,V1,2.0,V2,1.0,none,yes,0,22,1,0.9480363726615906
V1,11.621564,V4,V2,1513.773128,V0,V1,2.0,V1,V0,1.0,V2,26.779405,none,V1,2.0,V1,1.0,none,yes,0,22,0,0.7384721040725708
V0,11.538193,V0,V10,1380.142401,V0,V4,4.0,V2,V0,4.0,V2,57.802629,none,V1,1.0,V2,1.0,yes,yes,0,22,1,0.727641761302948
V1,18.755962,V2,V3,1490.279703,V1,V2,4.0,V2,V0,4.0,V0,52.444444,none,V1,1.0,V2,1.0,none,yes,0,22,0,0.7207396030426025
V0,24.278612,V0,V3,2013.751355,V0,V2,2.0,V2,V0,2.0,V3,20.217703,none,V2,2.0,V1,1.0,none,yes,0,22,1,0.8511542677879333
V0,20.77813,V4,V2,2640.154996,V0,V4,2.0,V1,V0,4.0,V1,33.33406,none,V1,2.0,V2,1.0,none,yes,0,22,1,0.5263285040855408
V3,39.597062,V2,V2,11271.127793,V4,V0,2.0,V2,V0,2.0,V0,24.774512,bank,V1,4.0,V2,1.0,none,yes,0,22,1,0.5109056830406189
V1,7.606471,V4,V1,991.263245,V0,V3,1.0,V2,V1,2.0,V0,27.831139,none,V1,2.0,V2,1.0,none,yes,0,22,0,0.934917151927948
